Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Contenu pedago (product.metafields.custom.contenu_pedago),description (product.metafields.custom.description),Extrait (product.metafields.custom.extrait),Lien achat (product.metafields.custom.lien_achat),Niveau scolaire (product.metafields.custom.niveau),Produit (product.metafields.custom.produit),region (product.metafields.custom.region),Série (product.metafields.custom.s_rie),Tranche d'âge (product.metafields.custom.tranches_d_ge),Genre (product.metafields.shopify.genre),Audience cible (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
soccer-entre-amies,Soccer entre amies,"<div data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-ksqkyxib"">
<h4 class=""font_2"">Ma jumelle et moi Tome 13 | Dès 7 ans<br>
</h4>
<p class=""font_8""><span>Coucou, c’est Maya !</span><br><span>Cette semaine, ma famille a accosté en Équateur. Anaïs et moi avons fait la rencontre d’une nouvelle amie : Lucita. Sa passion est le soccer et un grand tournoi est bientôt organisé dans sa ville. </span><span>Ma jumelle et moi, nous allons peut-être pouvoir aider sa famille à le remporter...</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro, livreLora, soccer",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897855383.jpg?v=1659467592,1,"",false,,,,,,https://www.leslibraires.ca/livres/ma-jumelle-moi-t-11-soccer-carolyn-chouinard-9782897855383.html,,,,,6-8 ans,,,,kg,,,active
le-tournoi-de-lamitie,Le tournoi de l'amitié,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome12 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Allô ! C’est moi, Anaïs ! </span><span>Notre enseignante a proposé un projet de jumelage avec les élèves d’une autre école. </span><span>Je n’aurais jamais cru que je rencontrerais Sandrine et encore moins que je jouerais au golf avec elle ! Tout cela </span><span>pour lui venir en aide…</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897855369.jpg?v=1659467491,1,"",false,,,,,,https://www.leslibraires.ca/livres/ma-jumelle-moi-t-12-le-carolyn-chouinard-9782897855369.html,,,,,6-8 ans,,,,kg,,,active
la-tortue-de-mer,La tortue de mer,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 5 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Coucou, c’est Maya ! Depuis que mamie Luce m’a offert un cahier d’écriture, j’ai décidé d’y raconter notre tour du monde en voilier. Comme cette rencontre avec un bébé tortue en danger sur une plage de Floride… Heureusement que nous l’avons sauvé !</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897853020.jpg?v=1659467430,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
la-grande-parade,La grande parade,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 13 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Dans deux dodos, Maya et moi nous allons participer à la parade des jumeaux pour la première fois de notre vie! C'est une grande fête où il y aura des jeux, des concours et un défilé. Tous les participants doivent être costumés. Ma jumelle et moi, nous avons choisi de nous déguiser en sirènes. Qui pourra nous aider à préparer ce grand événement ?</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897857189.jpg?v=1659467374,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
la-chasse-au-tresor,La chasse au trésor,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 6 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Sur l'archipel d’Hawaï, ma jumelle et moi nous sommes fait un nouvel ami. Son nom est Kimo. Anaïs a aussi découvert une bouteille dans la mer. Elle contenait une carte de notre île. C’est ainsi que nous avons découvert le trésor de l’île de Maui !</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897853044.jpg?v=1659467337,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
la-planche-a-neige,La planche à neige,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 4 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Cela fait quatre ans qu’Anaïs et Maya n’ont pas profité de la neige en hiver, car elles étaient en voyage autour du monde avec leurs parents. Quelle joie de retrouver les flocons! Anaïs aimerait bien s’initier à la planche à neige. Mais ce sport est difficile et dangereux, et elle a un peu peur de tomber, aussi...</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/978-2-89785-113-2.jpg?v=1659467214,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
un-chaton-trop-mignon,Un chaton trop mignon !,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 3 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Coucou, c'est Anaïs! J.-P. et moi avons fait une découverte incroyable ce matin: nous avons trouvé un chaton dans la cour de l'école! Il est si mignon... Mais je ne sais pas si c'est une bonne idée de l'avoir caché dans la classe. Pourvu qu'il reste discret!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",70.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897850227.jpg?v=1659467132,1,"",false,,,,,,https://www.leslibraires.ca/livres/ma-jumelle-moi-t-3-un-carolyn-chouinard-9782897850227.html,,,,,6-8 ans,,,,kg,,,active
la-journee-au-zoo,La journée au zoo,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 2 | Dès 7 ans</span></h4>
<p class=""font_8""><span>C'est moi, Anaïs! Aujourd'hui, je suis tout énervée. Nous partons en sortie scolaire au zoo! Je vais voir plein d'animaux exotiques. Il paraît qu'il y aura un rallye-découverte et que les gagnants pourront nourrir les éléphants. J'espère que ma sœur jumelle Maya et moi serons dans la même équipe!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897399047.jpg?v=1659466999,1,"",false,,,,,,,,,,,6-8 ans,,,,kg,,,active
une-rentree-memorable,Une rentrée mémorable!,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi Tome 1 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Bonjour, je m'appelle Anaïs! Je reviens d'un voyage en voilier autour du monde avec ma famille, qui a duré trois ans. Demain, c'est ma première vraie journée d'école. Autant te dire que j'ai un peu peur. Heureusement que ma soeur jumelle, Maya, sera avec moi. J'espère que nous serons dans la même classe!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumelle, LivreCaro",true,Title,Default Title,,,,,,,,"",90.0,,deny,manual,10.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/9782897398675.jpg?v=1659466859,1,"",false,,,,,,https://www.leslibraires.ca/livres/ma-jumelle-moi-une-rentree-memorable-carolyn-chouinard-9782897398675.html,,,,,6-8 ans,,,,kg,,,active
mission-a-laquarium,Mission à l'aquarium,"<div data-testid=""richTextElement"" class=""_1Q9if _3bcaz"" id=""comp-ksqkyxib"">
<h4 class=""font_2""><span>Ma jumelle et moi - Un roman dont tu es le héros | Dès 7 ans </span></h4>
<p class=""font_8""><span>Wow! Anaïs et Maya passent une nuit complète à l'aquarium en compagnie de leurs nouveaux amis, les jumeaux Théo et Félix. Mais Roméo la mascotte manque à l'appel. Où est-il passé? C'est à toi de jouer pour le retrouver!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, héros, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Couv_2_df9b025f-1c40-45ec-b0d4-4b6aecbc67b3.jpg?v=1659032471,1,"",false,,,,,https://flipbook.cantook.net/?d=%2F%2Fwww.entrepotnumerique.com%2Fflipbook%2Fpublications%2F113719.js&oid=207&c=&m=&l=&r=&f=pdf,https://www.leslibraires.ca/livres/ma-jumelle-et-moi-t-3-carolyn-chouinard-9782898200335.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
ou-est-brioche,Où est Brioche?,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi - Un roman dont tu es le héros | Dès 7 ans</span></h4>
<p class=""font_8"">Maya garde pour les vacances le chaton et le hamster de sa meilleure amie Cloé. Mais au bout de deux jours, c'est la panique! Brioche le hamster a disparu...</p>
<p class=""font_8"">Mène l'enquête auprès des jumelles et des chatons Tigrou et Biscuit pour le retrouver!</p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, héros, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/couv_ou_est_Brioche.jpg?v=1659032341,1,"",false,,,,,https://flipbook.cantook.net/?d=%2F%2Fwww.entrepotnumerique.com%2Fflipbook%2Fpublications%2F100562.js&oid=207&c=&m=&l=&r=&f=pdf,,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
enquete-a-la-plage,Enquête à la plage,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Ma jumelle et moi - Un roman dont tu es le héros | Dès 7 ans</span></h4>
<p class=""font_8""><span>Les jumelles sont en voyage à l'île de Maui et c'est l'occasion de prendre de belles photos. Mais... l'appareil photo submersible d'Anaïs a disparu. Oh non...</span></p>
<p class=""font_8""><span>Mène l'enquête pour le retrouver!</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, héros, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Enquete_a_la_plage.jpg?v=1659032266,1,"",false,,,,,https://flipbook.cantook.net/?d=%2F%2Fwww.entrepotnumerique.com%2Fflipbook%2Fpublications%2F106978.js&oid=207&c=&m=&l=&r=&f=pdf,https://www.leslibraires.ca/livres/enquete-a-la-plage-carolyn-chouinard-9782897855918.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
pilotes-dun-jour,Pilotes d'un jour,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Mon jumeau et moi Tome 2 | Dès 7 ans</span></h4>
<p class=""font_8""><span>Salut! Moi, c'est Théo! Avec mon frère Félix, on va participer à une super course de boîtes à savon qui a lieu aujourd'hui à notre camping. Es-tu prêt à embarquer avec nous dans cette compétition?</span></p>
<p class=""font_8"">3,2,1, Partez!</p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumeau, LivreCaro",true,Title,Default Title,,,,,,,,"",70.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/C1.jpg?v=1659032038,1,"",false,,,,,https://flipbook.cantook.net/?d=%2F%2Fwww.entrepotnumerique.com%2Fflipbook%2Fpublications%2F107246.js&oid=207&c=&m=&l=&r=&f=pdf,https://www.leslibraires.ca/livres/mon-jumeau-et-moi-t-2-carolyn-chouinard-9782897857288.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
mystere-au-chalet,Mystère au chalet,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Mon jumeau et moi Tome 1 | Dès 7 ans</span></h4>
<p><span>Bonjour! Je m'appelle Théo. Mon jumeau et moi, nous partons cet été en famille dans notre nouveau chalet. Mais j'ai bien peur que notre voisin soit... un vampire! Heureusement, Félix, mon jumeau, va m'aider à mener mon enquête sur ce mystérieux individu...</span></p>
</div>",Dominique et Compagnie,Non classé,"","7 ans, jumeau, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Couv_1_9b33670b-3d58-4d54-b0e1-5b7936e2c35c.jpg?v=1659031903,1,"",false,,,,,https://flipbook.cantook.net/?d=%2F%2Fwww.entrepotnumerique.com%2Fflipbook%2Fpublications%2F100558.js&oid=207&c=&m=&l=&r=&f=pdf,,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
terreur-sur-lile,Terreur sur l'île,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">Collection Peur bleue | Dès 9 ans<br>
</h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"">Alexy est invité à passer quelques jours sur la Grosse île avec sa soeur et ses amis. L'ambiance est à la fête surtout avec l'organisation d'un rallye nocturne.</p>
<p class=""font_8""><span class=""color_17"">Mais un simple jeu peut s'avérer beaucoup plus dangereux.</span></p>
</div>",Éditions Héritage,Non classé,"","9 ans, Frisson, LivreCaro",true,Title,Default Title,,,,,,,,"",70.0,,deny,manual,100.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/couverture_3_png.png?v=1659031796,1,"",false,,,,,,https://www.leslibraires.ca/livres/terreur-sur-l-ile-carolyn-chouinard-9782762598674.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
le-detenu-de-trois-rivieres,Le détenu de Trois-Rivières,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2"">Dès 9 ans</h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8""><span>Qui était le mystérieux détenu n˚13 de la prison de Trois-Rivières, mort il y a un demi-siècle? Il a emporté avec lui sous terre deux mystères: son nom et son magot. Cédrick et Samuel veulent enquêter. Mais gare aux fantômes de l'ancienne prison...</span></p>
</div>",Éditions Héritage,Non classé,"","9 ans, Frisson, LivreCaro, numerique",true,Sélectionnez le type de livre: ,Livre individuel (PDF),,,,,,,,,0.0,,deny,manual,11.00,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Couv_mini-frissons_2.jpg?v=1659031726,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-detenu-de-trois-rivieres-carolyn-chouinard-9782762598629.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
le-detenu-de-trois-rivieres,,,,,,,,,Livre classe (PDF pour 1 classe),,,,,,,,,0.0,,deny,manual,25.00,,false,true,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jeu-dangereux-a-quebec,Jeu dangereux à Québec,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"">
<h4 class=""font_2"">Collection Peur bleue | Dès 9 ans<br>
</h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"">
<p class=""font_8"">Justin et Alicia voulaient simplement s'amuser à faire peur aux touristes dans la vieille ville soi-disant hantée de Québec. Mais on ne plaisante pas avec les fantômes. À ce jeu, les âmes des morts sont toujours les plus fortes.</p>
</div>",Éditions Héritage,Non classé,"","9 ans, Frisson, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/DC_RoGr_MiniFrisson_Jeux_dangereurx_T5_CV-V6a.jpg?v=1659031624,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-7625-9779-0.pdf,https://www.leslibraires.ca/livres/jeux-dangereux-carolyn-chouinard-9782762597790.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
lecole-de-la-cote,L'école de la côte,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>So Nice! Tome 5 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: left;"">Catastrophe! Notre école a été inondée. Mes amis et moi sommes condamnés à fréquenter celle de la côte jusqu'en juin... Voici mes trois objectifs du printemps:</p>
<p class=""font_8"" style=""text-align: left;"">✱ m'efforcer d'ignorer les insultes de Luka et de ses amis,</p>
<p class=""font_8"" style=""text-align: left;"">✱ plonger dans les récits de papi Élie, engagé dans une course de canots sur le fleuve,</p>
<p class=""font_8"" style=""text-align: left;"">✱ surtout, me battre avec l'aide de mes amis, contre le projet immobilier qui menace de raser nos maisons.</p>
<p class=""font_8"" style=""text-align: left;"">Il faut sauver l'île aux Toques!​​ </p>
</div>",Dominique et Compagnie,Non classé,"","10 ans, LivreCaro, livreLora, nice",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/DC_SoNice-Tome5_CV-V2.jpg?v=1659031442,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-89785-195-8.pdf,https://www.leslibraires.ca/livres/so-nice-t-5-l-ecole-carolyn-chouinard-9782897851958.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
lile-sauvage,L'île sauvage,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>So Nice! Tome 4 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: left;"">Qui est cet ermite qui vit en reclus sur l'île Sauvage et parle aux animaux? Aby et moi devons partir à la recherche de cet homme qu'on dit un peu sorcier. Lui seul peut nous aider à soulager le capitaine Clark, qui est malade. Mais je n'avais pas prévu qu'il nous faudrait aussi:</p>
<p class=""font_8"" style=""text-align: left;"">✱ affronter des bêtes sauvages qui terrorisent les Toqués,</p>
<p class=""font_8"" style=""text-align: left;"">✱ faire face à la pire tempête de neige de l'année,</p>
<p class=""font_8"" style=""text-align: left;"">✱ tout en protégeant à tout prix les secrets de papi Élie et de ses amis.</p>
<p class=""font_8"" style=""text-align: left;"">Heureusement que Derek et Roméo sont toujours là pour nous aider!​​ </p>
</div>",Dominique et Compagnie,Non classé,"","10 ans, LivreCaro, livreLora, nice",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Cover.jpg?v=1659031332,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-89739-818-7.pdf,https://www.leslibraires.ca/livres/so-nice-t-4-l-ile-carolyn-chouinard-9782897398187.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
lepave-maudite,L'épave maudite,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>So Nice! Tome 3 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: left;"">Grande nouvelle: Derek et son père ont ouvert un centre de plongée sous-marine sur l'île aux Toques! Je suis heureuse pour Derek qui accompagnera les plongeurs sur l'épave échouée près de nos côtes. Mais je suis aussi inquiète, car il arrive d'étranges malheurs sur l'île depuis l'inauguration. Afin d'éclaircir les mystères qui s'accumulent, je dois:</p>
<p class=""font_8"" style=""text-align: left;"">✱ découvrir qui fait sonner cette cloche de brume toutes les nuits,</p>
<p class=""font_8"" style=""text-align: left;"">✱ vérifier si l'épave est réellement touchée par une malédiction</p>
<p class=""font_8"" style=""text-align: left;"">✱ apprendre comment papi Élie est devenu un héros. </p>
<p class=""font_8"" style=""text-align: left;"">Avec la rivalité qui s'est installée entre Roméo et Derek, l'été s'annonce mouvementé!</p>
</div>",Dominique et Compagnie,Non classé,"","10 ans, LivreCaro, livreLora, nice",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/Tome_3_C1HR.jpg?v=1659031225,1,"",false,,,,,,https://www.leslibraires.ca/livres/so-nice-t-3-l-epave-carolyn-chouinard-9782897395452.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
mensonges-et-manigances,Mensonges et manigances,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>So Nice! Tome 2 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"" style=""text-align: left;"">Coucou, c'est Sohane! Je fréquente maintenant la polyvalente des Toqués. Comme il y a très peu d'habitants sur l'île aux Toques, je me retrouve dans la même classe que Leila et ma sœur Maève. Toute une épreuve! Heureusement qu'Aby, ma meilleure amie, est là pour me soutenir.</p>
<p class=""font_8"" style=""text-align: left;"">Voici les défis qui m'attendent cet automne:</p>
<p class=""font_8"" style=""text-align: left;"">✱ obtenir un grand rôle dans la comédie musicale préparée par ma classe,</p>
<p class=""font_8"" style=""text-align: left;"">✱ découvrir comment papi Élie a pu survivre à l'école des années 1950,</p>
<p class=""font_8"" style=""text-align: left;"">✱ et surtout, améliorer ma relation avec Derek. Que c'est compliqué, l'amour!​ </p>
</div>",Dominique et Compagnie,Non classé,"","10 ans, LivreCaro, livreLora, nice",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/ChouinardCarolyn2.jpg?v=1659030095,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-89739-472-1.pdf,https://www.leslibraires.ca/livres/so-nice-t-2-mensonges-et-carolyn-chouinard-9782897394721.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
caurait-pu-etre-pire,Ç'aurait pu être pire,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"">
<h4 class=""font_2""><span>So Nice! Tome 1 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"">
<p class=""font_8""><span>Je m'appelle Sohane et ma famille m'a forcée à emménager il y a dix jours sur l'île aux Toques. Oui, vous avez bien lu, l'île aux Toques! Ce qui fait de moi une Toquée. Quelle horreur! Je dois à tout prix convaincre mes parents de retourner habiter en ville. D'ici là, voici mon programme:</span></p>
<p class=""font_8""><span>✱</span><span> retrouver le cahier qu'a écrit papi Élie quand il avait mon âge.</span></p>
<p class=""font_8""><span>✱</span><span> tenir à distance cette peste de Leila qui tourne autour du beau Derek,</span></p>
<p class=""font_8""><span>✱</span><span> chanter dans le groupe Shamrock formé par mes nouveaux amis.</span></p>
<p class=""font_8""><span>Finalement, ce déménagement ne sera peut-être pas aussi catastrophique que je l'aurais cru.</span> </p>
</div>",Dominique et Compagnie,Non classé,"","10 ans, LivreCaro, livreLora, nice",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/ChouinardCarolyn1.jpg?v=1659030000,1,"",false,,,,,https://www.dominiqueetcompagnie.com/catalogue/pdf_preview/978-2-89739-323-6.pdf,https://www.leslibraires.ca/livres/so-nice-t-1-c-aurait-carolyn-chouinard-9782897393236.html,,,,qui-es-tu-mysterieux-inconnu,9-12 ans,,,,kg,,,active
le-retour-du-captif,Le retour du captif,"<div id=""comp-ksqkyxib"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<h4 class=""font_2""><span>Le cercle d'Éloan Tome 3 | Dès 10 ans</span></h4>
</div>
<div id=""comp-ksqkyxie"" class=""_1Q9if _3bcaz"" data-testid=""richTextElement"">
<p class=""font_8"">Le duel des apprentis ne s'étant pas déroulé comme prévu, Imaëlle et ses amis se retrouvent de nouveau enfermés dans les cachots. Leurs chances de rentrer à la maison s'amenuisent, mais Imaëlle garde espoir: la vision qu'elle a eue au contact du manuscrit de Kattenga lui a prouvé qu'Éloan est toujours vivant et qu'on le retient prisonnier. </p>
<p class=""font_8"">Cependant, un obstacle inattendu se dresse sur la route des jeunes: quelqu'un a dérobé le septin, qui est indispensable aux voyages dans le temps! Les grands pouvoirs que procure cette pierre à son possesseur pourraient devenir très dangereux entre de mauvaises mains...</p>
<p class=""font_8"">Aidés de Mahaude, leur précieuse alliée, les sept amis uniront leurs efforts pour délivrer Éloan de sa prison de pierre et découvrir l'identité du mystérieux voleur de septin. Dans leur périple, ils devront faire face aux sombres prémonitions de Maxime concernant la vie de l'un d'entre eux, mais surtout, au retour d'un puissant ennemi que les Éloaniens croyaient parti à jamais...</p>
</div>",Éditions De Mortagne,Non classé,"","10 ans, eloan, LivreCaro",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,1000.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0655/5962/5944/products/tome_3.jpg?v=1659029773,1,"",false,,,,,,https://www.leslibraires.ca/livres/le-cercle-d-eloan-t-3-carolyn-chouinard-9782896621804.html,,,,,9-12 ans,,,,kg,,,active
